0.499999989,1.989999956,4.379999902,0.919999979,1.679999962,1.499999966,0.829999981,0,0,1.80999996,0,0,0,0.939999979,0.859999981,0.739999983,0.139999997,0.45999999,3.839999914,2.589999942,1.029999977,0,0,3.009999933,3.489999922,4.569999898,4.569999898,0.149999997,0.779999983,0.299999993,0.599999987,10.09999977,0.44999999,4.159999907,4.159999907,7.659999829,4.449999901,4.74,1.26,3.34
0.649999985,2.029999955,3.949999912,1.139999975,1.599999964,1.169999974,0.799999982,0,0,1.909999957,0,0.139999997,0.139999997,0.979999978,0.979999978,0.90999998,0.319999993,0.489999989,3.929999912,2.709999939,0.859999981,0,0,3.219999928,3.839999914,4.699999895,4.839999892,0.299999993,0.629999986,0.469999989,0.43999999,10.82999976,1.34999997,4.319999903,4.319999903,8.629999807,4.419999901,4.72,1.73,4.31
0.499999989,1.969999956,4.339999903,0.929999979,1.679999962,1.32999997,0.819999982,0,0,1.689999962,0,0,0,0.929999979,0.679999985,0.289999994,0.139999997,0.44999999,3.799999915,2.519999944,1.019999977,0,0,2.769999938,3.239999928,4.539999899,4.539999899,0.289999994,0.619999986,0.43999999,0.739999983,10.28999977,0.299999993,3.959999911,3.959999911,7.989999821,4.269999905,4.27,1.14,3.18
0.499999989,1.969999956,4.339999903,0.929999979,1.679999962,1.32999997,0.819999982,0,0,1.689999962,0,0,0,0.929999979,0.679999985,0.289999994,0.139999997,0.44999999,3.799999915,2.519999944,1.019999977,0,0,2.769999938,3.239999928,4.539999899,4.539999899,0.289999994,0.619999986,0.43999999,0.739999983,10.28999977,0.299999993,3.959999911,3.959999911,7.989999821,4.269999905,4.27,1.14,3.18
0.799999982,1.999999955,4.059999909,1.129999975,1.589999964,1.159999974,0.809999982,0,0,1.909999957,0,0,0,0.929999979,0.769999983,0.729999984,0.299999993,0.469999989,3.879999913,2.599999942,1.019999977,0,0,2.599999942,3.209999928,4.389999902,4.389999902,0.289999994,0.619999986,0.309999993,0.589999987,10.84999976,0.749999983,4.129999908,4.129999908,8.679999806,4.129999908,4.42,1.73,3.98
0.659999985,2.009999955,4.049999909,1.149999974,1.619999964,1.009999977,0.659999985,0,0,2.099999953,0,0,0,0.929999979,0.819999982,0.749999983,0.309999993,0.479999989,3.759999916,2.629999941,0.859999981,0,0,2.549999943,3.169999929,4.649999896,4.799999893,0.289999994,0.609999986,0.319999993,0.299999993,11.04999975,1.049999977,4.269999905,4.269999905,8.639999807,4.249999905,4.54,1.72,4.15
0.669999985,2.179999951,4.059999909,1.159999974,1.79999996,0.859999981,0.649999985,0,0,2.449999945,0,0,0,0.939999979,0.849999981,0.90999998,0.319999993,0.489999989,3.789999915,2.66999994,0.849999981,0,0,2.649999941,3.279999927,4.529999899,4.689999895,0.43999999,0.609999986,0.619999986,0.289999994,11.29999975,1.519999966,4.309999904,4.309999904,8.9599998,4.249999905,4.55,1.86,4.95
0.699999984,2.209999951,4.339999903,0.979999978,1.649999963,0.689999985,0.489999989,0,0,2.379999947,0,0,0,0.989999978,0.849999981,0.769999983,0.499999989,0.649999985,3.619999919,2.539999943,0.499999989,0.149999997,0,2.449999945,3.089999931,4.369999902,4.539999899,0.919999979,0.779999983,0.629999986,0.319999993,11.83999974,2.709999939,4.449999901,4.739999894,9.479999788,4.739999894,5.01,1.58,5.55
0.699999984,2.21999995,4.369999902,0.979999978,1.619999964,0.709999984,0.489999989,0,0,2.359999947,0,0,0,1.019999977,0.829999981,0.629999986,0.519999988,0.669999985,3.759999916,2.549999943,0.489999989,0.149999997,0,2.649999941,3.289999926,4.539999899,4.709999895,1.109999975,1.129999975,0.639999986,0.329999993,12.08999973,3.369999925,4.679999895,4.979999889,9.769999782,5.489999877,5.29,1.78,5.76
0.799999982,1.979999956,4.01999991,1.139999975,1.599999964,0.999999978,0.659999985,0,0,1.919999957,0,0,0,0.919999979,0.719999984,0.289999994,0.289999994,0.45999999,3.699999917,2.509999944,0.849999981,0,0,2.489999944,3.10999993,4.339999903,4.4899999,0.139999997,0.45999999,0.299999993,0.589999987,10.86999976,0.599999987,4.099999908,4.099999908,8.48999981,4.109999908,4.25,1.45,3.92
