"Reef.Number","OldReefName","Year","Coral.Cover","Method","Lat","Long","Mean","CoverLower_estimate","CoverUpper_estimate","Range"
1,"U/N Reef (10-330)",2014,29.72676,"Reefmod",NA,NA,56.3902820975679,46.598821117615,65.0422569693917,18.4434358517767
2,"Harrington Shoal (10-331)",2014,28.80647,"Reefmod",NA,NA,55.4079942811849,45.952880642619,64.3664640588224,18.4135834162035
3,"U/N Reef (10-332)",2014,17.0333,"Reefmod",NA,NA,49.9957368928336,44.4266357319357,58.5202445996746,14.0936088677389
4,"U/N Reef (10-333)",2014,16.83148,"Reefmod",NA,NA,51.2995646636223,39.8291289693599,62.8255913380329,22.996462368673
5,"Four Fathom Patches (10-334)",2014,17.76398,"Reefmod",NA,NA,58.1781012537761,51.9440140987935,65.6662537872356,13.7222396884421
6,"Harrington Reef (10-335)",2014,35.92157,"Reefmod",NA,NA,60.6464450525152,52.7754827908049,69.4357962775728,16.6603134867679
7,"Wyborn Reef (10-336)",2014,36.0091,"Reefmod",NA,NA,48.9628856190755,39.4811832618467,61.3310736871904,21.8498904253437
8,"U/N Reef (10-337)",2014,36.3586,"Reefmod",NA,NA,46.4708224322351,34.2671141099404,59.7742496117228,25.5071355017824
9,"Womer Reef",2020,6,"Census",-10.7999,142.9836,27.4839350393647,17.5032847198174,35.3489877265151,17.8457030066977
10,"Brewis Reef (10-339)",2014,29.46378,"Reefmod",NA,NA,55.9461778204107,40.3532165546218,66.1412663928881,25.7880498382663
11,"Turtle Island Reef (10-340)",2014,30.09497,"Reefmod",NA,NA,55.8891089520019,44.1843726999572,63.2943541181246,19.1099814181674
12,"Shortland Reef (10-341)",2014,31.80236,"Reefmod",NA,NA,54.5957841982857,38.5737658021173,64.9622803871766,26.3885145850593
13,"Trochus Reef (10-342)",2014,22.62492,"Reefmod",NA,NA,56.4561516725118,45.075742262863,67.0879943857414,22.0122521228784
14,"U/N Reef (10-299)",2023,25.4,"RJFMP",NA,NA,28.1094583174549,18.093973179833,37.1272073724922,19.0332341926592
15,"Tree Reef (10-316)",2014,32.91887,"Reefmod",NA,NA,62.5722013522062,57.0207473509706,69.9152283084815,12.8944809575109
16,"Brush Islet Reef (10-317)",2014,33.68499,"Reefmod",NA,NA,55.4424123295711,44.071022188178,63.4762834256928,19.4052612375148
17,"Albany Island Reef (No 1) (10-318a)",2014,33.27626,"Reefmod",NA,NA,56.3184749849919,44.2835292788786,65.7582535270609,21.4747242481823
18,"Albany Island Reef (No 2) (10-318b)",2014,32.50617,"Reefmod",NA,NA,44.7752082347167,32.0164807908455,57.8995537588386,25.8830729679931
19,"Albany Island Reef (No 3) (10-318c)",2014,29.4207,"Reefmod",NA,NA,57.7180756514363,45.9723611740139,68.145464504907,22.1731033308931
20,"Albany Island Reef (No 4) (10-318d)",2014,27.24586,"Reefmod",NA,NA,52.4227068273803,43.3978312846076,62.5699513575417,19.172120072934
21,"Mai Reef (10-320)",2014,33.81494,"Reefmod",NA,NA,54.332385387717,33.8056513283615,69.1728562184652,35.3672048901037
22,"Albany Rock Reef (10-321)",2014,22.06604,"Reefmod",NA,NA,52.0541152519572,37.8099343275771,62.6810947349908,24.8711604074137
23,"North Brother Reef (10-322)",2014,25.98786,"Reefmod",NA,NA,54.369591041527,41.8064886768442,65.7401365861928,23.9336479093486
24,"Middle Brother Reef (10-323)",2014,39.4824,"Reefmod",NA,NA,56.4325621689539,49.7311735571881,62.409376091423,12.6782025342349
25,"South Brother Reef (10-324)",2014,30.34249,"Reefmod",NA,NA,52.0172455521394,40.5775647688563,61.3016878172473,20.724123048391
26,"North Ledge (10-325)",2014,37.81261,"Reefmod",NA,NA,46.1063945363734,36.1259625010963,62.2060155543278,26.0800530532315
27,"Meggi-Damun Reef (10-326)",2014,35.78353,"Reefmod",NA,NA,58.0559844880297,45.7908500347898,68.2768141585442,22.4859641237544
28,"South Ledge (10-327)",2024,13.6,"COTS",NA,NA,19.2565494982713,18.5407511234445,20.7803894374083,2.23963831396382
29,"Ulfa Reef (10-328)",2014,27.95297,"Reefmod",NA,NA,52.5416923595836,39.3110151733746,64.4343652368318,25.1233500634572
30,"Ariel Bank (10-329)",2014,27.97187,"Reefmod",NA,NA,52.67651401617,35.8367241307947,65.6321380311087,29.795413900314
31,"U/N Reef (10-401)",2014,30.90764,"Reefmod",NA,NA,55.4522785115958,51.6794967855042,62.8596882219609,11.1801914364567
32,"U/N Reef (10-402)",2014,29.919,"Reefmod",NA,NA,54.9193206082933,45.5925828551657,63.1152979821424,17.5227151269768
33,"U/N Reef (10-403)",2024,30.9,"RJFMP",NA,NA,32.8636101717808,23.1500772427204,42.7981870913568,19.6481098486364
34,"U/N Reef (10-404)",2014,35.83186,"Reefmod",NA,NA,55.6931687535287,41.6067562444525,64.3080682201398,22.7013119756874
35,"U/N Reef (10-405)",2014,27.59276,"Reefmod",NA,NA,55.580707220401,46.8666033644114,64.5505272128066,17.6839238483953
36,"U/N Reef (10-406)",2024,29.1,"RJFMP",NA,NA,28.8423842646324,21.5411934502432,36.2137243269976,14.6725308767544
37,"U/N Reef (10-407a)",2014,29.20347,"Reefmod",NA,NA,56.9147689481737,47.6289808865425,65.2490750009348,17.6200941143923
38,"Turtle Head Island Reef (No 1) (10-343a)",2014,25.6999,"Reefmod",NA,NA,55.9983225958011,52.0366292548961,63.5918983192716,11.5552690643755
39,"Turtle Head Island Reef (No 2) (10-343b)",2014,25.48282,"Reefmod",NA,NA,56.9208587627831,45.3880122324722,68.6168387977209,23.2288265652488
40,"Tern Reef (10-344)",2014,16.06711,"Reefmod",NA,NA,57.0824543748857,46.1340832106624,66.4191503294974,20.285067118835
41,"U/N Reef (10-348)",2014,28.02139,"Reefmod",NA,NA,44.7607599623307,38.1598428443044,52.2311348672966,14.0712920229922
42,"U/N Reef (10-349)",2024,9.6,"RJFMP",NA,NA,9.02304663895096,4.51480403748931,11.7501916259106,7.23538758842128
43,"U/N Reef (10-350)",2014,37.54985,"Reefmod",NA,NA,42.8488236784089,30.22305105405,56.980985151077,26.7579340970269
44,"U/N Reef (10-351)",2023,31,"RJFMP",NA,NA,25.3994489504751,18.0012479276676,34.9551670948831,16.9539191672155
45,"U/N Reef (10-352)",2024,18.8,"RJFMP",NA,NA,17.246699840055,12.3515432485664,22.6662928731474,10.314749624581
46,"U/N Reef (10-353)",2023,43,"RJFMP",NA,NA,38.8329099160465,25.9441167270864,48.751280272503,22.8071635454166
47,"U/N Reef (10-354)",2014,34.74005,"Reefmod",NA,NA,40.0707533900276,25.9054332016616,51.4771365701883,25.5717033685267
48,"U/N Reef (10-355)",2014,36.17918,"Reefmod",NA,NA,34.2351126301624,24.5337300254131,47.1332728697629,22.5995428443498
49,"U/N Reef (10-356)",2014,40.61406,"Reefmod",NA,NA,39.4042964783983,23.5373787286728,48.4712086545806,24.9338299259077
50,"U/N Reef (10-357)",2014,38.12568,"Reefmod",NA,NA,46.3126206767186,37.1938555716075,54.3183049382095,17.1244493666019
51,"U/N Reef (10-358)",2023,24.5,"RJFMP",NA,NA,28.6111082496653,16.3623345684034,37.5093428574864,21.147008289083
52,"U/N Reef (10-359)",2014,37.37766,"Reefmod",NA,NA,40.2199228426042,29.5333812214699,51.6870171011708,22.1536358797009
53,"U/N Reef (10-360)",2014,45.35982,"Reefmod",NA,NA,44.4431141588905,35.3919517503963,56.1029771927021,20.7110254423057
54,"U/N Reef (10-361)",2014,40.39833,"Reefmod",NA,NA,38.1508321246204,28.4178405124737,48.3636717764673,19.9458312639936
55,"U/N Reef (10-362)",2014,44.57717,"Reefmod",NA,NA,40.2469187529944,36.4487684654752,43.7175339571889,7.26876549171372
56,"U/N Reef (10-363)",2014,36.43669,"Reefmod",NA,NA,35.9542596711196,24.893313043682,45.7984546655101,20.9051416218281
57,"U/N Reef",2022,7,"Census",-10.8976,143.21,14.2321023240556,12.0271239884726,18.0853823041388,6.0582583156662
58,"Linda Reef",2022,0,"Census",-10.9066,143.1778,5.0807774990974,3.23958016424291,7.25045852582007,4.01087836157717
59,"U/N Reef (10-366)",2014,31.30142,"Reefmod",NA,NA,38.8573006935784,27.8955134407265,47.3853325390646,19.4898190983381
60,"U/N Reef (10-367)",2024,1.3,"RJFMP",NA,NA,3.61492881525774,2.79287326255441,4.62665029124729,1.83377702869288
61,"U/N Reef (10-368)",2024,14.7,"RJFMP",NA,NA,13.9709680756907,9.99271808462046,17.8636291782237,7.87091109360325
62,"U/N Reef (10-369)",2024,11.6,"RJFMP",NA,NA,12.2246047672274,8.73252400379993,15.4454886484403,6.71296464464033
63,"U/N Reef (10-370)",2014,39.92822,"Reefmod",NA,NA,46.4036128708464,37.592752635321,57.0031168898983,19.4103642545773
64,"U/N Reef (10-371)",2024,34.7,"RJFMP",NA,NA,25.7458513009122,15.4346049293081,31.9248959426661,16.490291013358
65,"10-372",2024,19.86474394,"Census",-10.9503,143.1571,16.2292835436224,11.6953146688671,21.6447546424935,9.94943997362635
66,"U/N Reef (10-373)",2024,16.9,"COTS",NA,NA,14.9462152658192,9.15151603929329,20.2159916900116,11.0644756507183
67,"U/N Reef (10-374)",2014,36.29762,"Reefmod",NA,NA,38.9153056648688,29.6181248775193,47.845661208049,18.2275363305296
68,"U/N Reef (10-375a)",2014,38.29218,"Reefmod",NA,NA,42.3209672843534,28.2164025246281,54.3957474027767,26.1793448781486
69,"U/N Reef (10-375b)",2014,38.68303,"Reefmod",NA,NA,32.8539666657543,25.5037664617129,36.4701290470689,10.9663625853559
70,"U/N Reef (10-376)",2014,47.19075,"Reefmod",NA,NA,46.1280597435358,31.4363622894232,58.6677550623341,27.2313927729109
71,"U/N Reef (10-378)",2014,37.94965,"Reefmod",NA,NA,45.2807053683157,35.7398108247342,53.6499103678352,17.910099543101
72,"U/N Reef (10-381)",2025,23.6,"COTS",NA,NA,23.6,23.6,23.6,0
73,"U/N Reef (10-382)",2024,30,"RJFMP",NA,NA,34.0953360023747,28.9115151883927,41.0154122666782,12.1038970782855
74,"U/N Reef (10-384)",2024,27.1,"RJFMP",NA,NA,29.4429145798023,25.4552422170779,33.7589565278632,8.3037143107853
75,"U/N Reef (10-385)",2025,12.6,"COTS",NA,NA,12.6,12.6,12.6,0
76,"U/N Reef (10-386)",2025,16.4,"COTS",NA,NA,16.4,16.4,16.4,0
77,"U/N Reef (10-387)",2024,27.5,"RJFMP",NA,NA,15.559219291645,9.39251299496847,22.5589030203847,13.1663900254162
78,"U/N Reef (10-389)",2014,29.68608,"Reefmod",NA,NA,53.5294890070189,45.5038483795069,67.1886842938962,21.6848359143893
79,"U/N Reef (10-390)",2014,32.97036,"Reefmod",NA,NA,60.72180133431,53.8471064791107,66.8622218176653,13.0151153385545
80,"Triangle Reef",2021,6,"Census",-10.7554,143.9823,29.5488162769004,18.1427631447054,38.9935086984597,20.8507455537543
81,"U/N Reef (10-392)",2014,30.60706,"Reefmod",NA,NA,45.0766392942513,34.1621141405461,55.1905959868181,21.028481846272
82,"U/N Reef (10-393)",2014,19.45315,"Reefmod",NA,NA,56.6173580733396,44.6844996840433,67.0903420515982,22.4058423675549
83,"U/N Reef (10-394)",2024,16.7,"RJFMP",NA,NA,14.86681174747,11.2503554642218,18.7462272495126,7.49587178529076
84,"U/N Reef (10-395)",2014,33.13242,"Reefmod",NA,NA,53.2139469669362,41.5221460788041,64.3722510578745,22.8501049790704
85,"U/N Reef (10-396)",2014,30.09915,"Reefmod",NA,NA,51.9147216296472,43.0692239917816,67.4309850014004,24.3617610096188
86,"U/N Reef (10-397)",2014,24.5673,"Reefmod",NA,NA,62.7149803890119,61.6294504316399,67.6945700766931,6.06511964505323
87,"U/N Reef (10-398)",2024,33.4,"RJFMP",NA,NA,35.3104242529621,23.3397313340993,41.4658045614302,18.1260732273309
88,"U/N Reef (10-399)",2014,31.82002,"Reefmod",NA,NA,60.5509939247853,53.31457168813,66.2354434801584,12.9208717920283
89,"U/N Reef (10-400)",2024,40.7,"RJFMP",NA,NA,40.7931927308285,35.8320464245105,46.7177000705681,10.8856536460577
90,"U/N Reef",2021,8,"Census",-10.9508,144.0145,30.2732460156906,25.3284407317053,36.5173539859945,11.1889132542892
91,"U/N Reef (10-427)",2014,37.05688,"Reefmod",NA,NA,37.8220606357297,22.6569589157195,48.7944756372359,26.1375167215164
92,"U/N Reef (10-428a)",2014,28.10969,"Reefmod",NA,NA,55.6178355991903,47.2886603444327,66.9655518986247,19.676891554192
93,"U/N Reef (10-428b)",2014,28.0751,"Reefmod",NA,NA,54.5035766545747,43.456658748211,64.3526671376363,20.8960083894252
94,"U/N Reef (10-430)",2014,31.9968,"Reefmod",NA,NA,55.2947243268074,45.9661219755591,63.6229538262171,17.656831850658
95,"U/N Reef (10-431)",2014,28.05336,"Reefmod",NA,NA,54.4885604161388,44.0393106470886,62.7341418387494,18.6948311916607
96,"U/N Reef (10-432)",2014,27.63007,"Reefmod",NA,NA,49.3143189531902,36.8244339879577,62.8781230516157,26.053689063658
97,"U/N Reef (10-434)",2014,29.27836,"Reefmod",NA,NA,54.2383637397789,47.826193848854,65.5537244605341,17.7275306116802
98,"U/N Reef (10-436)",2023,0,"RJFMP",NA,NA,4.91762126589846,3.91626640851088,6.18789148330688,2.27162507479601
99,"U/N Reef (10-437)",2014,47.22684,"Reefmod",NA,NA,32.3820483998278,19.8502217170469,48.7720028898143,28.9217811727674
100,"U/N Reef (10-438)",2014,42.37214,"Reefmod",NA,NA,44.4567005217023,32.8391903759758,59.0716203313216,26.2324299553458
101,"U/N Reef (10-439)",2014,36.62524,"Reefmod",NA,NA,46.1733535468474,31.7467660194782,57.1325826832405,25.3858166637623
102,"U/N Reef (10-440)",2014,33.27106,"Reefmod",NA,NA,51.75080531444,27.2089296616502,67.9994815040333,40.7905518423831
103,"U/N Reef (10-441)",2014,17.04999,"Reefmod",NA,NA,52.3912017596762,33.4858795523029,68.0263243320188,34.5404447797159
104,"U/N Reef (10-442)",2014,28.32404,"Reefmod",NA,NA,55.7396882632697,44.897305054409,64.5079074139038,19.6106023594947
105,"U/N Reef (10-443)",2014,26.07016,"Reefmod",NA,NA,58.639212498723,42.7107256348349,68.8156474924017,26.1049218575668
106,"U/N Reef (10-444)",2014,37.90727,"Reefmod",NA,NA,53.2422439927852,43.6066838809646,62.6935979774144,19.0869140964498
107,"U/N Reef (10-445)",2014,31.48959,"Reefmod",NA,NA,50.5945706638714,40.1384250550166,60.0962746818706,19.9578496268539
108,"U/N Reef (10-800)",2014,34.83055,"Reefmod",NA,NA,45.722589711023,33.9577008533317,53.8068887553828,19.8491879020511
109,"U/N Reef (10-801)",2014,25.69562,"Reefmod",NA,NA,57.9266475268724,49.8747310000967,65.1187275470106,15.2439965469139
110,"U/N Reef (10-807)",2014,29.99491,"Reefmod",NA,NA,54.9625902240188,43.4652680315548,66.966485493734,23.5012174621792
111,"U/N Reef (10-407b)",2014,30.22725,"Reefmod",NA,NA,61.7392469089374,50.4648586500119,72.9836781419894,22.5188194919775
112,"U/N Reef (10-408)",2014,37.15524,"Reefmod",NA,NA,49.5272594559946,39.1058645664691,63.6828130785775,24.5769485121084
113,"U/N Reef (10-409)",2014,37.83034,"Reefmod",NA,NA,53.6697712111477,41.6894113467133,66.3942780406632,24.7048666939499
114,"U/N Reef (10-410)",2014,37.04451,"Reefmod",NA,NA,61.641664279551,58.1195841714241,68.8513313184432,10.7317471470191
115,"U/N Reef (10-411)",2014,37.66006,"Reefmod",NA,NA,42.5991578909544,27.2551902559747,54.9242462562319,27.6690560002572
116,"U/N Reef (10-411b)",2014,33.59789,"Reefmod",NA,NA,42.4877726812389,28.4344064118706,52.3413029829917,23.906896571121
117,"U/N Reef (10-412)",2014,27.84248,"Reefmod",NA,NA,54.7701544429753,45.1437770538598,63.0183050038927,17.8745279500329
118,"U/N Reef (10-413)",2014,36.34611,"Reefmod",NA,NA,39.0131697436674,25.1399812345613,52.6144162940481,27.4744350594868
119,"U/N Reef (10-414)",2024,21.4,"RJFMP",NA,NA,24.8871095839879,21.2148847509769,28.1442347842647,6.92935003328778
120,"U/N Reef (10-415)",2014,37.47691,"Reefmod",NA,NA,36.3682087562454,24.4007247220585,47.906805253923,23.5060805318646
121,"U/N Reef",2021,1,"Census",-10.9639,144.0152,18.2036010918114,8.90840184676648,23.0357003937774,14.1272985470109
122,"U/N Reef",2021,4,"Census",-10.9659,144.0322,22.7398293587798,17.6459002839215,30.1972319651823,12.5513316812608
123,"U/N Reef (10-417)",2014,44.15594,"Reefmod",NA,NA,43.6641669067708,27.9220229370309,58.4204476732941,30.4984247362632
124,"U/N Reef (10-418a)",2014,28.79659,"Reefmod",NA,NA,48.8500675716694,37.2669901825781,60.4059719171379,23.1389817345598
125,"U/N Reef",2021,17,"Census",-10.9861,144.0181,40.8810932107607,29.5641981434616,50.8539215086759,21.2897233652143
126,"U/N Reef (10-419a)",2024,35.2,"RJFMP",NA,NA,40.358105528189,35.2112697653378,46.6590740053891,11.4478042400513
127,"U/N Reef",2021,0,"Census",-11.0179,144.0131,15.6649199201409,6.52836214378998,24.0945237595327,17.5661616157427
128,"U/N Reef",2021,3,"Census",-11.0178,143.995,21.8428608665988,13.5050492154434,27.3164825349524,13.8114333195089
129,"U/N Reef (10-421)",2014,33.98165,"Reefmod",NA,NA,42.3596922748292,34.2119815651654,51.9295438691053,17.7175623039398
130,"U/N Reef (10-422)",2014,38.57074,"Reefmod",NA,NA,37.3459226180073,21.5421131686586,53.2816839836657,31.7395708150071
131,"U/N Reef (10-423)",2014,38.37269,"Reefmod",NA,NA,51.5832135553501,43.6918510996623,59.0964722712335,15.4046211715712
132,"U/N Reef (10-424)",2014,27.40801,"Reefmod",NA,NA,52.6510701591442,40.8949495916927,60.523076628929,19.6281270372363
133,"U/N Reef (10-425)",2014,35.53899,"Reefmod",NA,NA,37.1949559255827,26.5072755269639,51.2203629057396,24.7130873787758
134,"U/N Reef",2022,18,"Census",-11.1761,143.1012,24.1336658603305,19.7833149146527,29.522950717086,9.73963580243335
135,"Arnold Reef (11-001)",2014,30.91488,"Reefmod",NA,NA,55.3211307678535,44.5584251015377,63.4706907103648,18.9122656088271
136,"Thomson Islet Reef (11-002)",2014,25.84106,"Reefmod",NA,NA,50.4719870544368,39.3466009664225,61.7672350949334,22.4206341285108
137,"U/N Reef (11-003)",2014,29.22984,"Reefmod",NA,NA,55.2336467525537,45.1376895715004,61.9948913218839,16.8572017503835
138,"Gilmore Bank (11-004)",2014,18.15015,"Reefmod",NA,NA,61.3668510184838,58.3718499171748,66.1602621181379,7.78841220096311
139,"U/N Reef (11-005)",2014,20.70406,"Reefmod",NA,NA,50.8834071705413,40.990128649359,62.7417899498143,21.7516613004553
140,"U/N Reef (11-006)",2014,23.80831,"Reefmod",NA,NA,50.7953179117058,34.0269232120846,63.4084706565886,29.3815474445039
141,"U/N Reef (11-007)",2014,19.30049,"Reefmod",NA,NA,54.2002880323732,44.1588125386736,62.9563086029143,18.7974960642407
142,"U/N Reef (11-008)",2014,26.61238,"Reefmod",NA,NA,46.0576339720272,37.5632702647194,54.6187815351828,17.0555112704634
143,"Bushy Island Reef (11-009)",2014,37.31733,"Reefmod",NA,NA,61.9411604534265,57.9266001296397,68.1659838439675,10.2393837143278
144,"Cairncross Islets Reef (11-010)",2014,35.5656,"Reefmod",NA,NA,48.2609998629276,37.2676310050075,58.7328332145994,21.4652022095919
145,"U/N Reef (11-011a)",2014,20.19467,"Reefmod",NA,NA,54.1080401079671,34.3359601013149,65.9570273883937,31.6210672870788
146,"U/N Reef (11-011b)",2014,19.72894,"Reefmod",NA,NA,54.1765454454176,42.8895275253643,65.4585509233825,22.5690233980182
147,"U/N Reef (11-012)",2014,27.33781,"Reefmod",NA,NA,50.8469577316868,45.9463937129301,58.4874676873867,12.5410739744566
148,"Halfway Islet Reef (11-013)",2014,37.80479,"Reefmod",NA,NA,54.1697368037958,44.0995163324278,61.0290935744736,16.9295772420458
149,"Pearn Reef (11-014)",2014,23.2071,"Reefmod",NA,NA,53.4803802015149,41.9059396392715,62.1948593956031,20.2889197563316
150,"U/N Reef (11-015)",2014,31.85198,"Reefmod",NA,NA,50.8827361752985,43.5688466878171,60.0043103207226,16.4354636329056
151,"McSweeney Reef (11-016)",2023,13.654,"Manta",NA,NA,17.6616106373855,14.5376580300531,22.0031012114086,7.46544318135558
152,"U/N Reef (11-017)",2014,40.2343,"Reefmod",NA,NA,42.838348110739,32.9661440071286,53.1063162053145,20.1401721981859
153,"U/N Reef (11-018)",2014,34.27249,"Reefmod",NA,NA,45.7724069363896,39.7005728327197,53.4342018568093,13.7336290240897
154,"U/N Reef (11-019)",2014,42.19172,"Reefmod",NA,NA,38.7336782013207,32.5901449090279,46.2633418223904,13.6731969133625
155,"U/N Reef (11-020)",2014,36.1987,"Reefmod",NA,NA,39.7822342743808,31.2304179567539,46.9359743861407,15.7055564293868
156,"U/N Reef (11-021)",2014,37.60365,"Reefmod",NA,NA,45.1565576143775,26.3909612488512,56.0515237374366,29.6605624885854
157,"U/N Reef (11-022)",2014,37.4267,"Reefmod",NA,NA,37.5160120633117,27.3851562034916,49.1150812594264,21.7299250559348
158,"U/N Reef (11-023)",2014,38.773,"Reefmod",NA,NA,46.4536184370582,31.3138809122431,57.976410226203,26.6625293139599
159,"U/N Reef (11-024)",2014,31.94427,"Reefmod",NA,NA,42.080899258584,38.1733390742976,49.0884517055913,10.9151126312937
160,"U/N Reef",2022,7,"Census",-11.07,143.0908,12.8084899153663,9.30819369213964,16.1017633848492,6.7935696927096
161,"Sinclair Reef",2022,2,"Census",-11.1166,143.0285,8.58526493795216,7.18482044182718,10.0394785608184,2.85465811899118
162,"U/N Reef (11-027)",2014,15.06621,"Reefmod",NA,NA,48.1468719955524,32.9547491936856,61.062710528485,28.1079613347994
163,"U/N Reef (11-028)",2014,37.58022,"Reefmod",NA,NA,37.2298280067393,24.5056526766459,51.4907919266399,26.9851392499941
164,"Monsoon Reef (11-029)",2022,15.98,"AIMS Transect",NA,NA,16.7569097812964,13.0842522038356,23.0139459160913,9.92969371225572
165,"U/N Reef (11-030)",2014,35.08893,"Reefmod",NA,NA,38.4044502451682,25.8958012260967,47.3282069872992,21.4324057612024
166,"U/N Reef (11-031)",2014,27.61413,"Reefmod",NA,NA,41.1524605219361,34.3365232380248,50.3815396340823,16.0450163960574
167,"U/N Reef (11-032)",2014,39.81353,"Reefmod",NA,NA,43.1517069224654,23.7490418536843,58.3116399572497,34.5625981035653
168,"U/N Reef (11-033a)",2014,33.77763,"Reefmod",NA,NA,47.7710455332497,33.4309972867722,59.4657530639228,26.0347557771506
169,"U/N Reef (11-033b)",2014,41.36831,"Reefmod",NA,NA,46.4944995862718,36.0967735710375,61.1147377240271,25.0179641529897
170,"Turning Point Patches (No 2) (11-048b)",2014,36.70102,"Reefmod",NA,NA,46.1741893115214,31.1289861967835,59.6499189633527,28.5209327665692
171,"U/N Reef (11-049)",2023,18.672,"Manta",NA,NA,32.0106501043341,25.9965235601078,36.3772275819647,10.3807040218568
172,"U/N Reef (11-050)",2014,30.95971,"Reefmod",NA,NA,51.207723621879,34.8987053086083,63.5468507845054,28.6481454758971
173,"U/N Reef (11-051)",2014,21.30408,"Reefmod",NA,NA,50.9238802901158,44.3148669409214,58.7511430909911,14.4362761500697
174,"Cholmondeley Reef (11-052)",2014,36.05987,"Reefmod",NA,NA,64.9231076778391,61.0539548044543,70.2411960228955,9.18724121844118
175,"Jardine Reef (11-053)",2014,39.40333,"Reefmod",NA,NA,53.6771576170831,40.7071722764447,67.0989007245891,26.3917284481445
176,"U/N Reef (11-054)",2014,29.87069,"Reefmod",NA,NA,57.2051797813338,53.1103390352229,64.3433892760624,11.2330502408395
177,"Wallace Islet Reef (11-055)",2014,35.61068,"Reefmod",NA,NA,55.2859841554187,45.808228983821,64.2745043806236,18.4662753968026
178,"Milman-Aplin Reef (11-035)",2014,33.68694,"Reefmod",NA,NA,55.4456112682342,46.2758340768306,65.0928479716188,18.8170138947882
179,"Parsons Reef",2022,2,"Census",-11.1844,143.1976,5.66794451097492,3.11953713522665,8.98545534949561,5.86591821426896
180,"Collette Reef (11-037)",2024,18.5,"RJFMP",NA,NA,15.5338720174339,11.3197378101851,19.3145478855125,7.9948100753274
181,"Douglas Islet Reef (11-038)",2014,33.91109,"Reefmod",NA,NA,58.2749085219225,51.520295000562,67.9812497178592,16.4609547172972
182,"U/N Reef (11-039)",2024,17.9,"RJFMP",NA,NA,22.3116877520195,16.2114725950129,27.4473662306985,11.2358936356855
183,"U/N Reef (11-040)",2014,31.15689,"Reefmod",NA,NA,35.9085330697565,24.2646565304529,49.9542145835437,25.6895580530908
184,"U/N Reef (11-041a)",2014,28.25283,"Reefmod",NA,NA,52.1453528565438,37.9087346777258,69.9491702678229,32.0404355900971
185,"U/N Reef (11-041b)",2014,26.5676,"Reefmod",NA,NA,63.6477348629985,60.385686766511,68.4688329752033,8.08314620869227
186,"U/N Reef",2022,5,"Census",-11.295,143.1963,13.6871173585672,11.1580061806961,15.5554015646353,4.39739538393916
187,"Onslow Reef (11-043)",2014,36.08304,"Reefmod",NA,NA,57.5142095771131,45.0317234638597,66.9836384843243,21.9519150204646
188,"Wilds Shoal (11-044)",2014,37.31681,"Reefmod",NA,NA,34.5710114591281,17.4429338950044,49.4628541727602,32.0199202777558
189,"U/N Reef (11-045)",2014,35.774,"Reefmod",NA,NA,46.5396996570795,32.296735712922,57.3555966136056,25.0588609006836
190,"U/N Reef",2022,6,"Census",-11.3191,143.1263,16.2968877400412,13.1236136499606,19.6917317885478,6.56811813858719
191,"U/N Reef (11-047)",2014,32.40268,"Reefmod",NA,NA,60.3315267545136,53.1913118490911,69.986975765094,16.7956639160029
192,"Turning Point Patches (No 1)",2022,11,"Census",-11.3292,143.4056,18.7176733550366,14.467151351512,23.3087685232668,8.84161717175474
193,"U/N Reef (11-071)",2014,33.39691,"Reefmod",NA,NA,39.0265402912863,22.6228731699156,54.1710414037902,31.5481682338746
194,"U/N Reef (11-072)",2014,36.73286,"Reefmod",NA,NA,55.9814755875457,50.8842747593944,61.8858513722398,11.0015766128454
195,"U/N Reef (11-073)",2014,38.89609,"Reefmod",NA,NA,57.2606873340318,49.6250888723148,62.6362929262843,13.0112040539695
196,"U/N Reef (11-074)",2014,33.64105,"Reefmod",NA,NA,56.5682437562277,45.4240881987495,65.9285267576821,20.5044385589325
197,"U/N Reef (11-075)",2014,28.90402,"Reefmod",NA,NA,55.7426014128329,43.6342044351881,66.7829370673349,23.1487326321468
198,"U/N Reef (11-076)",2014,28.24569,"Reefmod",NA,NA,47.7547222543016,40.0962498319404,55.9388904593525,15.8426406274122
199,"U/N Reef (11-056a)",2014,41.03728,"Reefmod",NA,NA,57.9666327782516,45.6666571665013,66.4081685161499,20.7415113496486
200,"U/N Reef",2022,7,"Census",-11.4618,143.2701,15.690025163322,11.8123053152691,19.6070968950486,7.79479157977942
201,"U/N Reef",2022,10,"Census",-11.3969,143.3099,18.4539339822644,13.5193710479814,23.2939008065608,9.77452975857938
202,"U/N Reef (11-056d)",2014,37.38239,"Reefmod",NA,NA,54.52986993007,47.4384021304435,66.550471895613,19.1120697651695
203,"Cochin Reef (11-057)",2014,36.81809,"Reefmod",NA,NA,59.4470102469297,52.014517849249,66.4439093100443,14.4293914607952
204,"Parkinson Reef (11-058)",2014,35.98194,"Reefmod",NA,NA,54.2347351624755,36.8805562728834,65.6597519763212,28.7791957034378
205,"Monkman Reef (11-059)",2014,29.4835,"Reefmod",NA,NA,58.7424293527279,54.7637940827298,63.9800282873559,9.21623420462606
206,"U/N Reef (11-060)",2014,33.4909,"Reefmod",NA,NA,54.7038127078016,47.2351594129132,64.967960013229,17.7328006003158
